Date,oz
2015-09-25,5112
2015-09-28,5136
2015-09-29,5132
2015-09-30,5106
2015-10-01,5004
2015-10-02,5012
2015-10-05,5097
2015-10-06,5053
2015-10-07,5062
2015-10-08,4903
2015-10-09,4821
2015-10-12,4888
2015-10-13,4951
2015-10-15,4981
2015-10-16,4980
2015-10-19,5032
2015-10-20,5100
2015-10-21,5130
2015-10-22,5095
2015-10-23,5064
2015-10-26,5022
2015-10-27,5007
2015-10-28,5082
2015-10-29,5067
2015-10-30,5030
2015-11-02,4994
2015-11-03,4955
2015-11-04,4866
2015-11-05,4845
2015-11-06,4836
2015-11-09,4825
2015-11-11,4832
2015-11-12,4820
2015-11-13,4836
2015-11-16,4875
2015-11-17,4833
2015-11-18,4780
2015-11-19,4771
2015-11-20,4755
2015-11-23,4694
2015-11-24,4677
2015-11-25,4607
2015-11-26,4596
2015-11-27,4609
2015-11-30,4606
2015-12-01,4614
2015-12-02,4599
2015-12-03,4560
2015-12-04,4546
2015-12-07,4657
2015-12-08,4642
2015-12-09,4671
2015-12-10,4657
2015-12-11,4646
2015-12-14,4719
2015-12-15,4695
2015-12-16,4657
2015-12-17,4695
2015-12-18,4639
2015-12-21,4648
2015-12-22,4723
2015-12-23,4703
2015-12-28,4716
2015-12-29,4673
2015-12-30,4664
2015-12-31,4646
2016-01-04,4658
2016-01-05,4764
2016-01-06,4776
2016-01-07,4909
2016-01-08,4956
2016-01-11,4972
2016-01-12,4904
2016-01-13,4857
2016-01-14,4907
2016-01-15,4802
2016-01-18,4898
2016-01-19,4881
2016-01-20,4881
2016-01-21,4893
2016-01-22,4880
2016-01-26,4849
2016-01-27,4866
2016-01-28,4880
2016-01-29,4736
2016-02-02,4790
2016-02-04,4836
2016-02-05,4843
2016-02-10,5052
2016-02-11,5060
2016-02-12,5243
2016-02-15,5215
2016-02-16,5079
2016-02-17,5130
2016-02-18,5132
2016-02-19,5235
2016-02-22,5257
2016-02-23,5148
2016-02-24,5279
2016-02-25,5265
2016-02-26,5270
2016-02-29,5255
2016-03-01,5295
2016-03-02,5218
2016-03-03,5231
2016-03-04,5300
2016-03-07,5266
2016-03-08,5278
2016-03-09,5317
2016-03-10,5245
2016-03-11,5333
2016-03-14,5218
2016-03-15,5171
2016-03-16,5208
2016-03-17,5253
2016-03-18,5176
2016-03-21,5193
2016-03-22,5153
2016-03-23,5088
2016-03-24,5008
2016-03-25,4982
2016-03-28,4992
2016-03-29,4984
2016-03-30,5009
2016-03-31,4911
2016-04-01,4882
2016-04-04,4827
2016-04-05,4851
2016-04-06,4914
2016-04-07,4839
2016-04-08,4962
2016-04-11,4930
2016-04-12,4972
2016-04-13,4925
2016-04-14,4900
2016-04-15,4871
2016-04-18,4988
2016-04-19,4876
2016-04-20,4913
2016-04-21,4923
2016-04-22,4974
2016-04-25,4914
2016-04-26,4929
2016-04-27,4967
2016-04-28,4943
2016-04-29,5009
2016-05-03,5138
2016-05-04,5203
2016-05-05,5234
2016-05-06,5208
2016-05-09,5245
2016-05-10,5195
2016-05-11,5211
2016-05-12,5245
2016-05-13,5198
2016-05-16,5239
2016-05-17,5219
2016-05-18,5239
2016-05-19,5223
2016-05-20,5220
2016-05-23,5193
2016-05-24,5197
2016-05-25,5133
2016-05-26,5100
2016-05-27,5065
2016-05-30,5031
2016-05-31,5072
2016-06-01,5105
2016-06-02,5124
2016-06-03,5108
2016-06-06,5194
2016-06-07,5164
2016-06-08,5148
2016-06-09,5189
2016-06-10,5228
2016-06-13,5334
2016-06-14,5339
2016-06-15,5372
2016-06-16,5383
2016-06-17,5346
2016-06-20,5360
2016-06-21,5348
2016-06-22,5185
2016-06-23,5171
2016-06-24,5151
2016-06-27,5556
2016-06-28,5544
2016-06-29,5437
2016-06-30,5380
2016-07-01,5386
2016-07-04,5466
2016-07-05,5497
2016-07-08,5585
2016-07-11,5579
2016-07-12,5517
2016-07-13,5392
2016-07-14,5439
2016-07-15,5359
2016-07-18,5399
2016-07-19,5387
2016-07-20,5453
2016-07-21,5386
2016-07-22,5495
2016-07-25,5474
2016-07-26,5482
2016-07-27,5445
2016-07-28,5533
2016-07-29,5525
2016-08-01,5546
2016-08-02,5572
2016-08-03,5631
2016-08-04,5589
2016-08-05,5585
2016-08-08,5488
2016-08-09,5481
2016-08-10,5501
2016-08-11,5487
2016-08-12,5436
2016-08-15,5486
2016-08-16,5458
2016-08-17,5477
2016-08-18,5508
2016-08-19,5478
2016-08-22,5474
2016-08-23,5490
2016-08-24,5497
2016-08-25,5461
2016-08-26,5408
2016-08-29,5437
2016-08-30,5446
2016-09-01,5437
2016-09-02,5469
2016-09-05,5505
2016-09-06,5497
2016-09-07,5581
2016-09-08,5560
2016-09-09,5539
2016-09-13,5527
2016-09-14,5553
2016-09-15,5557
2016-09-19,5525
2016-09-20,5533
2016-09-21,5541
2016-09-22,5581
2016-09-23,5600
2016-09-26,5616
2016-09-27,5641
2016-09-28,5585
2016-09-29,5545
2016-09-30,5573
2016-10-04,5510
2016-10-05,5361
2016-10-06,5348
2016-10-07,5308
2016-10-10,5332
2016-10-11,5300
2016-10-12,5353
2016-10-13,5356
2016-10-14,5391
2016-10-17,5374
2016-10-18,5384
2016-10-19,5397
2016-10-20,5398
2016-10-21,5388
2016-10-24,5400
2016-10-25,5375
2016-10-26,5386
2016-10-27,5371
2016-10-28,5428
2016-10-31,5467
2016-11-01,5461
2016-11-02,5493
2016-11-03,5531
2016-11-04,5557
2016-11-07,5526
2016-11-08,5495
2016-11-09,5451
2016-11-10,5514
2016-11-11,5478
2016-11-14,5351
2016-11-15,5410
2016-11-16,5424
2016-11-17,5435
2016-11-18,5435
2016-11-21,5428
2016-11-22,5471
2016-11-23,5452
2016-11-24,5383
2016-11-25,5361
2016-11-28,5379
2016-11-29,5425
2016-11-30,5414
2016-12-01,5337
2016-12-02,5325
2016-12-05,5337
2016-12-06,5307
2016-12-07,5282
2016-12-08,5306
2016-12-09,5262
2016-12-13,5246
2016-12-14,5229
2016-12-15,5167
2016-12-16,5131
2016-12-19,5183
2016-12-20,5188
2016-12-21,5161
2016-12-22,5159
2016-12-23,5150
2016-12-27,5165
2016-12-28,5199
2016-12-29,5223
2016-12-30,5304
2017-01-03,5256
2017-01-04,5296
2017-01-05,5351
2017-01-06,5384
2017-01-09,5354
2017-01-10,5391
2017-01-11,5415
2017-01-12,5435
2017-01-13,5427
2017-01-16,5468
2017-01-17,5481
2017-01-18,5500
2017-01-19,5460
2017-01-20,5455
2017-01-23,5500
2017-01-24,5498
2017-01-25,5461
2017-01-26,5419
2017-01-27,5358
2017-01-31,5406
2017-02-02,5469
2017-02-03,5474
2017-02-06,5501
2017-02-07,5566
2017-02-08,5568
2017-02-10,5548
2017-02-13,5567
2017-02-14,5558
2017-02-15,5562
2017-02-16,5584
2017-02-17,5617
2017-02-20,5608
2017-02-21,5617
2017-02-22,5611
2017-02-23,5603
2017-02-24,5652
2017-02-27,5683
2017-02-28,5663
2017-03-01,5637
2017-03-02,5653
2017-03-03,5597
2017-03-06,5608
2017-03-07,5558
2017-03-08,5512
2017-03-09,5488
2017-03-10,5449
2017-03-13,5468
2017-03-14,5447
2017-03-15,5432
2017-03-16,5514
2017-03-17,5533
2017-03-20,5561
2017-03-21,5569
2017-03-22,5620
2017-03-23,5617
2017-03-24,5618
2017-03-27,5641
2017-03-28,5632
2017-03-29,5627
2017-03-30,5635
2017-03-31,5603
2017-04-03,5628
2017-04-04,5663
2017-04-05,5668
2017-04-06,5679
2017-04-07,5654
2017-04-10,5669
2017-04-11,5677
2017-04-12,5764
2017-04-13,5800
2017-04-14,5783
2017-04-17,5809
2017-04-18,5756
2017-04-19,5785
2017-04-20,5739
2017-04-21,5740
2017-04-25,5713
2017-04-26,5614
2017-04-27,5610
2017-04-28,5595
2017-05-02,5551
2017-05-03,5525
2017-05-04,5453
2017-05-05,5422
2017-05-08,5444
2017-05-09,5430
2017-05-11,5399
2017-05-12,5424
2017-05-15,5431
2017-05-16,5419
2017-05-17,5468
2017-05-18,5545
2017-05-19,5512
2017-05-22,5530
2017-05-23,5534
2017-05-24,5491
2017-05-25,5486
2017-05-26,5474
2017-05-29,5522
2017-05-30,5525
2017-05-31,5511
2017-06-01,5541
2017-06-02,5527
2017-06-05,5572
2017-06-06,5558
2017-06-07,5625
2017-06-08,5591
2017-06-09,5566
2017-06-13,5506
2017-06-14,5508
2017-06-15,5476
2017-06-16,5466
2017-06-19,5468
2017-06-20,5429
2017-06-21,5443
2017-06-22,5457
2017-06-28,5457
2017-06-29,5473
2017-06-30,5450
2017-07-03,5434
2017-07-04,5367
2017-07-05,5379
2017-07-06,5370
2017-07-07,5354
2017-07-10,5318
2017-07-11,5316
2017-07-12,5337
2017-07-13,5328
2017-07-14,5318
2017-07-17,5375
2017-07-18,5394
2017-07-19,5432
2017-07-20,5427
2017-07-21,5439
2017-07-24,5486
2017-07-25,5471
2017-07-26,5446
2017-07-27,5506
2017-07-28,5497
2017-07-31,5540
2017-08-01,5533
2017-08-02,5539
2017-08-03,5519
2017-08-04,5535
2017-08-07,5492
2017-08-08,5492
2017-08-09,5526
2017-08-10,5576
2017-08-11,5630
2017-08-14,5634
2017-08-15,5599
2017-08-16,5576
2017-08-17,5623
2017-08-18,5642
2017-08-21,5620
2017-08-22,5635
2017-08-23,5608
2017-08-24,5628
2017-08-25,5611
2017-08-28,5625
2017-08-29,5733
2017-08-30,5697
2017-09-05,5804
2017-09-06,5812
2017-09-07,5745
2017-09-08,5775
2017-09-11,5721
2017-09-12,5683
2017-09-13,5713
2017-09-14,5652
2017-09-18,5628
2017-09-19,5592
2017-09-20,5604
2017-09-21,5547
2017-09-25,5524
2017-09-26,5524
2017-09-27,5554
2017-09-28,5524
2017-09-29,5548
2017-10-02,5504
2017-10-03,5490
2017-10-04,2489
2017-10-05,5491
2017-10-06,5472
2017-10-09,5509
2017-10-10,5536
2017-10-11,5545
2017-10-12,5557
2017-10-13,5566
2017-10-16,5602
2017-10-17,5567
2017-10-19,5519
2017-10-20,5557
2017-10-23,5499
2017-10-24,5537
2017-10-25,5511
2017-10-26,5517
2017-10-27,5478
2017-10-30,5502
2017-10-31,5511
2017-11-01,5479
2017-11-02,5507
2017-11-03,5514
2017-11-06,5493
2017-11-07,5517
2017-11-08,5506
2017-11-09,5524
2017-11-10,5502
2017-11-13,5454
2017-11-14,5462
2017-11-15,5462
2017-11-16,5445
2017-11-17,5502
2017-11-20,5484
2017-11-21,5415
2017-11-22,5401
2017-11-23,5396
2017-11-24,5410
2017-11-27,5407
2017-11-28,5436
2017-11-29,5416
2017-11-30,5351
2017-12-04,5318
2017-12-05,5273
2017-12-06,5248
2017-12-07,5258
2017-12-08,5199
2017-12-11,5205
2017-12-12,5165
2017-12-13,5172
2017-12-14,5206
2017-12-15,5218
2017-12-18,5225
2017-12-19,5248
2017-12-20,5252
2017-12-21,5250
2017-12-22,5265
2017-12-26,5294
2017-12-27,5337
2017-12-28,5358
2017-12-29,5365
2018-01-03,5415
2018-01-04,5362
2018-01-05,5391
2018-01-08,5371
2018-01-09,5377
2018-01-10,5359
2018-01-11,5381
2018-01-12,5369
2018-01-15,5403
2018-01-16,5409
2018-01-17,5395
2018-01-18,5366
2018-01-19,5340
2018-01-22,5353
2018-01-23,5345
2018-01-24,5360
2018-01-25,5398
2018-01-26,5349
2018-01-30,5313
2018-02-01,5351
2018-02-02,5340
2018-02-05,5299
2018-02-06,5339
2018-02-07,5284
2018-02-08,5264
2018-02-09,5301
2018-02-12,5281
2018-02-13,5306
2018-02-14,5349
2018-02-15,5375
2018-02-19,5357
2018-02-20,5347
2018-02-21,5298
2018-02-22,5292
2018-02-23,5301
2018-02-26,5300
2018-02-27,5302
2018-02-28,5269
2018-03-01,5274
2018-03-02,5265
2018-03-05,5264
2018-03-06,5254
2018-03-07,5317
2018-03-08,5272
2018-03-09,5267
2018-03-12,5263
2018-03-13,5268
2018-03-14,5260
2018-03-15,5271
2018-03-16,5270
2018-03-19,5237
2018-03-20,5253
2018-03-21,5241
2018-03-22,5304
2018-03-23,5315
2018-03-26,5384
2018-03-27,5359
2018-03-28,5308
2018-03-29,5222
2018-03-30,5229
2018-04-02,5219
2018-04-03,5285
2018-04-04,5250
2018-04-05,5250
2018-04-06,5247
2018-04-09,5253
2018-04-10,5268
2018-04-11,5290
2018-04-12,5340
2018-04-13,5289
2018-04-16,5320
2018-04-17,5337
2018-04-18,5334
2018-04-19,5353
2018-04-20,5334
2018-04-23,5297
2018-04-24,5271
2018-04-25,5299
2018-04-26,5285
2018-04-27,5267
2018-04-30,5288
2018-05-02,5233
2018-05-03,5245
2018-05-04,5266
2018-05-07,5283
2018-05-08,5293
2018-05-14,5361
2018-05-15,5298
2018-05-16,5223
2018-05-17,5225
2018-05-18,5227
2018-05-21,5223
2018-05-22,5240
2018-05-23,5241
2018-05-24,5256
2018-05-25,5285
2018-05-28,5272
2018-05-30,5285
2018-05-31,5293
2018-06-01,5270
2018-06-04,5247
2018-06-05,5234
2018-06-06,5254
2018-06-07,5252
2018-06-08,5267
2018-06-11,5274
2018-06-12,5282
2018-06-13,5273
2018-06-14,5292
2018-06-18,5222
2018-06-19,5221
2018-06-20,5193
2018-06-21,5184
2018-06-22,5186
2018-06-25,5192
2018-06-26,5191
2018-06-27,5164
2018-06-28,5159
2018-06-29,5150
2018-07-02,5153
2018-07-03,5121
2018-07-04,5183
2018-07-05,5183
2018-07-06,5185
2018-07-09,5170
2018-07-10,5162
2018-07-11,5161
2018-07-12,5123
2018-07-13,5137
2018-07-16,5124
2018-07-17,5114
2018-07-18,5074
2018-07-19,5076
2018-07-20,5068
2018-07-23,5090
2018-07-24,5069
2018-07-25,5075
2018-07-26,5091
2018-07-27,5077
2018-07-30,5065
2018-07-31,5057
2018-08-01,5074
2018-08-02,5050
2018-08-03,5030
2018-08-06,5046
2018-08-07,5033
2018-08-08,5034
2018-08-09,5043
2018-08-10,5050
2018-08-13,5052
2018-08-14,4981
2018-08-15,4988
2018-08-16,4906
2018-08-17,4906
2018-08-20,4949
2018-08-21,4978
2018-08-23,4978
2018-08-24,4961
2018-08-27,5036
2018-08-28,5059
2018-08-29,5033
2018-08-30,5045
2018-09-03,5035
2018-09-04,5061
2018-09-05,5033
2018-09-06,5066
2018-09-07,5076
2018-09-12,5065
2018-09-13,5094
2018-09-14,5080
2018-09-18,5068
2018-09-19,5067
2018-09-20,5082
2018-09-21,5089
2018-09-24,5051
2018-09-25,5055
2018-09-26,5067
2018-09-27,5054
2018-09-28,5001
2018-10-01,5023
2018-10-02,5023
2018-10-03,5096
2018-10-04,5067
2018-10-05,5065
2018-10-08,5091
2018-10-09,5044
2018-10-10,5037
2018-10-11,5060
2018-10-12,5167
2018-10-15,5172
2018-10-16,5202
2018-10-17,5184
2018-10-18,5181
2018-10-19,5203
2018-10-22,5206
2018-10-23,5189
2018-10-24,5229
2018-10-25,5251
2018-10-26,5241
2018-10-29,5244
2018-10-30,5240
2018-10-31,5210
2018-11-01,5192
2018-11-05,5244
2018-11-07,5224
2018-11-08,5206
2018-11-09,5202
2018-11-12,5164
2018-11-13,5139
2018-11-14,5136
2018-11-15,5176
2018-11-16,5185
2018-11-19,5216
2018-11-21,5222
2018-11-22,5243
2018-11-23,5252
2018-11-26,5238
2018-11-27,5224
2018-11-28,5192
2018-11-29,5222
2018-11-30,5227
2018-12-03,5204
2018-12-04,5229
2018-12-05,5242
2018-12-06,5247
2018-12-07,5258
2018-12-10,5304
2018-12-11,5300
2018-12-12,5305
2018-12-13,5313
2018-12-14,5294
2018-12-17,5285
2018-12-18,5311
2018-12-19,5326
2018-12-20,5310
2018-12-21,5375
2018-12-24,5376
2018-12-26,5401
2018-12-27,5407
2018-12-28,5409
2018-12-31,5411
2019-01-02,5401
2019-01-03,5438
2019-01-04,5467
2019-01-07,5396
2019-01-08,5401
2019-01-09,5389
2019-01-10,5406
2019-01-11,5379
2019-01-14,5382
2019-01-15,5397
2019-01-16,5398
2019-01-17,5420
2019-01-18,5409
2019-01-22,5375
2019-01-23,5411
2019-01-24,5410
2019-01-25,5410
2019-01-28,5450
2019-01-29,5463
2019-01-30,5495
2019-01-31,5508
2019-02-04,5509
2019-02-07,5465
2019-02-08,5447
2019-02-11,5448
2019-02-12,5437
2019-02-13,5438
2019-02-14,5428
2019-02-15,5452
2019-02-18,5486
2019-02-19,5520
2019-02-20,5559
2019-02-21,5559
2019-02-22,5512
2019-02-25,5507
2019-02-26,5505
2019-02-27,5510
2019-02-28,5480
2019-03-01,5456
2019-03-04,5371
2019-03-05,5344
2019-03-06,5363
2019-03-07,5370
2019-03-08,5371
2019-03-11,5407
2019-03-12,5383
2019-03-13,5419
2019-03-14,5453
2019-03-15,5403
2019-03-18,5419
2019-03-19,5423
2019-03-20,5431
2019-03-21,5437
2019-03-22,5417
2019-03-25,5439
2019-03-26,5480
2019-03-27,5473
2019-03-28,5441
2019-03-29,5371
2019-04-01,5371
2019-04-02,5364
2019-04-03,5376
2019-04-04,5376
2019-04-05,5377
2019-04-08,5380
2019-04-09,5419
2019-04-10,5448
2019-04-11,5475
2019-04-12,5433
2019-04-15,5401
2019-04-16,5396
2019-04-17,5375
2019-04-18,5372
2019-04-19,5391
2019-04-22,5384
2019-04-23,5370
2019-04-24,5356
2019-04-25,5372
2019-04-26,5392
2019-04-29,5415
2019-04-30,5396
2019-05-02,5384
2019-05-03,5384
2019-05-06,5428
2019-05-07,5428
2019-05-08,5437
2019-05-09,5421
2019-05-10,5421
2019-05-13,5462
2019-05-14,5540
2019-05-15,5521
2019-05-16,5516
2019-05-17,5470
2019-05-21,5429
2019-05-23,5443
2019-05-24,5485
2019-05-27,5480
2019-05-28,5492
2019-05-29,5476
2019-05-30,5470
2019-05-31,5521
2019-06-03,5597
2019-06-04,5645
2019-06-07,5667
2019-06-10,5659
2019-06-11,5638
2019-06-12,5632
2019-06-13,5663
2019-06-14,5710
2019-06-17,5695
2019-06-18,5703
2019-06-19,5728
2019-06-20,5775
2019-06-21,5893
2019-06-24,5951
2019-06-25,6021
2019-06-26,6004
2019-06-27,5971
2019-06-28,5977
2019-07-01,5856
2019-07-02,5847
2019-07-03,6025
2019-07-04,5994
2019-07-05,5978
2019-07-08,5899
2019-07-09,5888
2019-07-10,5887
2019-07-11,6001
2019-07-12,5901
2019-07-15,5940
2019-07-16,5936
2019-07-17,5889
2019-07-18,5978
2019-07-19,6043
2019-07-22,5982
2019-07-23,5970
2019-07-24,5955
2019-07-25,5982
2019-07-26,5947
2019-07-29,5961
2019-07-31,6018
2019-08-01,5950
2019-08-02,6094
2019-08-05,6112
2019-08-06,6290
2019-08-07,6314
2019-08-08,6425
2019-08-09,6415
2019-08-13,6465
2019-08-14,6410
2019-08-15,6491
2019-08-16,6522
2019-08-19,6425
2019-08-20,6381
2019-08-21,6421
2019-08-22,6401
2019-08-23,6393
2019-08-26,6632
2019-08-27,6554
2019-08-28,6618
2019-08-29,6611
2019-08-30,6554
2019-09-03,6563
2019-09-04,6654
2019-09-05,6620
2019-09-06,6490
2019-09-10,6354
2019-09-11,6331
2019-09-12,6354
2019-09-13,6366
2019-09-17,6367
2019-09-18,6395
2019-09-19,6374
2019-09-20,6409
2019-09-23,6444
2019-09-24,6476
2019-09-25,6537
2019-09-26,6451
2019-09-27,6432
2019-09-30,6393
2019-10-01,6295
2019-10-02,6322
2019-10-03,6403
2019-10-04,6429
2019-10-07,6436
2019-10-08,6373
2019-10-09,6453
2019-10-10,6462
2019-10-11,6377
2019-10-14,6328
2019-10-15,6364
2019-10-16,6336
2019-10-17,6366
2019-10-18,6360
2019-10-21,6361
2019-10-22,6327
2019-10-23,6368
2019-10-24,6372
2019-10-25,6418
2019-10-29,6364
2019-10-30,6348
2019-10-31,6366
2019-11-01,6444
2019-11-04,6418
2019-11-05,6374
2019-11-06,6256
2019-11-07,6301
2019-11-08,6165
2019-11-11,6162
2019-11-12,6153
2019-11-13,6167
2019-11-14,6199
2019-11-15,6222
2019-11-18,6218
2019-11-19,6254
2019-11-20,6249
2019-11-21,6272
2019-11-22,6223
2019-11-25,6217
2019-11-26,6192
2019-11-27,6222
2019-11-28,6197
2019-11-29,6194
2019-12-02,6219
2019-12-03,6221
2019-12-04,6297
2019-12-05,6277
2019-12-06,6267
2019-12-09,6198
2019-12-10,6196
2019-12-12,6207
2019-12-13,6182
2019-12-16,6226
2019-12-17,6235
2019-12-18,6231
2019-12-19,6227
2019-12-20,6241
2019-12-23,6242
2019-12-24,6276
2019-12-26,6321
2019-12-27,6368
2019-12-30,6364
2019-12-31,6338
2020-01-02,6334
2020-01-03,6378
2020-01-06,6559
2020-01-07,6538
2020-01-08,6700
2020-01-09,6485
2020-01-10,6471
2020-01-13,6473
2020-01-14,6379
2020-01-15,6446
2020-01-16,6462
2020-01-17,6433
2020-01-20,6444
2020-01-21,6466
2020-01-22,6469
2020-01-23,6474
2020-01-24,6479
2020-01-28,6572
2020-01-29,6526
2020-01-30,6565
2020-01-31,6565
2020-02-03,6647
2020-02-04,6624
2020-02-05,6506
2020-02-06,6534
2020-02-07,6592
2020-02-10,6653
2020-02-11,6640
2020-02-12,6604
2020-02-13,6632
2020-02-14,6664
2020-02-17,6689
2020-02-18,6697
2020-02-19,6776
2020-02-20,6837
2020-02-21,6919
2020-02-24,7152
2020-02-25,7079
2020-02-26,7082
2020-02-27,7091
2020-02-28,7062
2020-03-02,6815
2020-03-03,6820
2020-03-04,7028
2020-03-05,6972
2020-03-06,7109
2020-03-09,7262
2020-03-10,7186
2020-03-11,7159
2020-03-12,7121
2020-03-13,6898
2020-03-16,6798
2020-03-17,6655
2020-03-18,6829
2020-03-19,6662
2020-03-20,6634
2020-03-23,6723
2020-03-24,7074
2020-03-25,7400
2020-03-26,7221
2020-03-27,7150
2020-03-30,7180
2020-03-31,7142
2020-04-01,6933
2020-04-02,7098
2020-04-03,7168
2020-04-06,7230
2020-04-07,7363
2020-04-08,7308
2020-04-09,7288
2020-04-10,7409
2020-04-13,7431
2020-04-14,7577
2020-04-15,7615
2020-04-16,7613
2020-04-17,7621
2020-04-20,7464
2020-04-21,7553
2020-04-22,7558
2020-04-23,7619
2020-04-24,7680
2020-04-27,7667
2020-04-28,7595
2020-04-29,7585
2020-04-30,7574
2020-05-04,7530
2020-05-05,7479
2020-05-06,7471
2020-05-08,7511
2020-05-11,8057
2020-05-12,7521
2020-05-13,7545
2020-05-14,7605
2020-05-15,7660
2020-05-18,7807
2020-05-19,7683
2020-05-20,7741
2020-05-21,7757
2020-05-22,7668
2020-05-27,7591
2020-05-28,7595
2020-05-29,7637
2020-06-01,7695
2020-06-02,7644
2020-06-03,7492
2020-06-04,7387
2020-06-05,7454
2020-06-09,7350
2020-06-10,7475
2020-06-11,7523
2020-06-12,7534
2020-06-15,7549
2020-06-16,7499
2020-06-17,7530
2020-06-18,7534
2020-06-19,7525
2020-06-22,7634
2020-06-23,7645
2020-06-24,7722
2020-06-25,7693
2020-06-26,7698
2020-06-29,7757
2020-06-30,7739
2020-07-01,7780
2020-07-02,7726
2020-07-03,7760
2020-07-06,7757
2020-07-07,7782
2020-07-08,7827
2020-07-09,7861
2020-07-10,7843
2020-07-13,7829
2020-07-14,7834
2020-07-15,7871
2020-07-16,7879
2020-07-17,7834
2020-07-20,7864
2020-07-21,7888
2020-07-22,7993
2020-07-23,8128
2020-07-24,8180
2020-07-27,8326
2020-07-28,8506
2020-07-29,8485
2020-07-30,8501
2020-08-03,8565
2020-08-04,8505
2020-08-05,8707
2020-08-06,8699
2020-08-07,8831
2020-08-10,8692
2020-08-11,8671
2020-08-12,8200
2020-08-13,8241
2020-08-14,8367
2020-08-17,8273
2020-08-18,8468
2020-08-19,8538
2020-08-21,8321
2020-08-25,8218
2020-08-26,8195
2020-08-27,8295
2020-08-28,8194
2020-08-31,8352
2020-09-01,8352
2020-09-02,8338
2020-09-03,8219
2020-09-04,8178
2020-09-07,8186
2020-09-08,8172
2020-09-09,8216
2020-09-10,8262
2020-09-11,8217
2020-09-14,8228
2020-09-15,8265
2020-09-17,8251
2020-09-18,8213
2020-09-21,8188
2020-09-22,8072
2020-09-23,8022
2020-09-24,7894
2020-09-25,7926
2020-09-28,7911
2020-09-29,8004
2020-09-30,8025
2020-10-01,7984
2020-10-02,8063
2020-10-05,8057
2020-10-06,8096
2020-10-07,7967
2020-10-08,7986
2020-10-09,8038
2020-10-12,8128
2020-10-13,8124
2020-10-14,8003
2020-10-15,8031
2020-10-16,8031
2020-10-19,8031
2020-10-20,8035
2020-10-21,8086
2020-10-22,8118
2020-10-23,8047
2020-10-26,8044
2020-10-27,8086
2020-10-28,8087
2020-10-30,7915
2020-11-02,7957
2020-11-03,8022
2020-11-04,8100
2020-11-05,8057
2020-11-06,8096
2020-11-09,8217
2020-11-10,7860
2020-11-11,7889
2020-11-12,7850
2020-11-13,7904
2020-11-16,7935
2020-11-17,7918
2020-11-18,7862
2020-11-19,7819
2020-11-20,7781
2020-11-23,7810
2020-11-24,7651
2020-11-25,7530
2020-11-26,7539
2020-11-27,7506
2020-11-30,7411
2020-12-01,7395
2020-12-02,7527
2020-12-03,7596
2020-12-04,7621
2020-12-07,7630
2020-12-08,7738
2020-12-09,7760
2020-12-10,7619
2020-12-11,7599
2020-12-14,7557
2020-12-15,7553
2020-12-16,7646
2020-12-17,7698
2020-12-18,7753
2020-12-21,7776
2020-12-22,7760
2020-12-23,7712
2020-12-24,7749
2020-12-28,7818
2020-12-29,7759
2020-12-30,7757
2020-12-31,7792
2021-01-04,7819
2021-01-05,7940
2021-01-06,7965
2021-01-07,7873
2021-01-08,7901
2021-01-11,7608
2021-01-12,7618
2021-01-13,7672
2021-01-14,7613
2021-01-15,7602
2021-01-18,7486
2021-01-19,7577
2021-01-20,7604
2021-01-21,7700
2021-01-22,7687
2021-01-25,7656
2021-01-26,7644
2021-01-27,7625
2021-01-29,7612
2021-02-01,7625
2021-02-02,7664
2021-02-03,7580
2021-02-04,7578
2021-02-05,7433
2021-02-08,7520
2021-02-09,7583
2021-02-10,7576
2021-02-11,7593
2021-02-15,7503
2021-02-16,7487
2021-02-17,7374
2021-02-18,7315
2021-02-19,7294
2021-02-22,7351
2021-02-23,7455
2021-02-24,7443
2021-02-25,7431
2021-02-26,7312
2021-03-01,7195
2021-03-02,7118
2021-03-03,7180
2021-03-04,7071
2021-03-05,7008
2021-03-08,7082
2021-03-09,7060
2021-03-10,7206
2021-03-11,7251
2021-03-12,7218
2021-03-15,7248
2021-03-16,7261
2021-03-17,7265
2021-03-18,7334
2021-03-19,7282
2021-03-22,7296
2021-03-23,7291
2021-03-24,7277
2021-03-25,7316
2021-03-26,7311
2021-03-29,7320
2021-03-30,7225
2021-03-31,7130
2021-04-01,7220
2021-04-02,7309
2021-04-05,7295
2021-04-06,7290
2021-04-07,7330
2021-04-08,7320
2021-04-09,7390
2021-04-12,7341
2021-04-13,7294
2021-04-14,7353
2021-04-15,7308
2021-04-16,7425
2021-04-19,7483
2021-04-20,7450
2021-04-21,7468
2021-04-22,7530
2021-04-23,7485
2021-04-26,7442
2021-04-27,7447
2021-04-28,7411
2021-04-30,7402
2021-05-03,7390
2021-05-04,7493
2021-05-05,7471
2021-05-06,7495
2021-05-10,7658
2021-05-11,7691
2021-05-12,7712
2021-05-17,7775
2021-05-18,7867
2021-05-19,7861
2021-05-20,7896
2021-05-21,7918
2021-05-24,7947
2021-05-25,7927
2021-05-27,8005
2021-05-28,8010
2021-05-31,8045
2021-06-01,8020
2021-06-02,7985
2021-06-03,8015
2021-06-04,7877
2021-06-08,7984
2021-06-09,7964
2021-06-10,7921
2021-06-11,7971
2021-06-14,7849
2021-06-15,7826
2021-06-16,7798
2021-06-17,7669
2021-06-18,7509
2021-06-21,7481
